row_id	archive_payment_id	created_at	customer_ref	store_ref	store_city	amount_cents	currency	payment_method_fingerprint	device_fingerprint	observed_lat	observed_lon	sku_summary	archive_channel
AR-fHk11L	ap_Qf53WkXzgW	2022-07-24T18:23:48Z	arch_cust_054	arch_store_innsbruck_wilten	Innsbruck	4100	EUR	pm_arch_BWT9SEn2fXK7	dev_arch_YF2FVCk8k4it	47.25843	11.38967	Fiskars Compact X 2Z7-4OD	store_terminal
AR-X7x98J	ap_K2Mw8BTGQi	2022-07-24T23:21:48Z	arch_cust_053	arch_store_salzburg_elisabeth_vorstadt	Salzburg	11100	EUR	pm_arch_D394zrLMFewG	dev_arch_Nq5vvuMYXeb1	47.81298	13.04608	Milwaukee Professional FUEL NRG-ONK	web
AR-gCNpjG	ap_X5iByRK3KW	2022-07-25T11:13:48Z	arch_cust_046	arch_store_graz_lend	Graz	7300	EUR	pm_arch_W75skQfhXZL8	dev_arch_8U41Woa3SAAa	47.07368	15.42575	Shell Helix Advance 2CC-Q5M	web
AR-Ag6LBv	ap_6XAfdaQ6k6	2022-08-03T09:49:48Z	arch_cust_049	arch_store_graz_jakomini	Graz	24400	EUR	pm_arch_31EDiBLkb9Tz	dev_arch_U6HrirnZcjXV	47.06536	15.44326	Uvex Bionic x-fit Y59-F8N	web
AR-3ujgXf	ap_2HdtEndCTV	2022-08-03T09:52:35Z	arch_cust_049	arch_store_brno_veveri	Brno	1200	EUR	pm_arch_31EDiBLkb9Tz	dev_arch_4LHbX5EKe25u	49.20463	16.59339	Uvex Industrial uvex 2KV-937	web
AR-9GDnCA	ap_EA4G3y5EHH	2022-08-03T10:12:48Z	arch_cust_014	arch_store_brno_veveri	Brno	15000	EUR	pm_arch_UB5DsJoQLjEU	dev_arch_yUVDMtFg2a8N	49.20457	16.59353	Karcher Professional FC 33Z-7OP	web
AR-RUCzc9	ap_94oafJ7x1v	2022-08-03T10:19:52Z	arch_cust_014	arch_store_ljubljana_center	Ljubljana	8200	EUR	pm_arch_UB5DsJoQLjEU	dev_arch_X8QfFimHGWiT	46.05103	14.50541	Wurth Universal WU XLL-87U	web
AR-gN3qp5	ap_TPeeZaVK43	2022-08-03T10:37:48Z	arch_cust_054	arch_store_bratislava_stare_mesto	Bratislava	2600	EUR	pm_arch_BWT9SEn2fXK7	dev_arch_Bw26giT6sofD	48.14405	17.10973	Osram Eco Classic 3PW-R88	web
AR-WKALVj	ap_CkirZxS8QH	2022-08-03T10:44:59Z	arch_cust_054	arch_store_salzburg_elisabeth_vorstadt	Salzburg	214800	EUR	pm_arch_BWT9SEn2fXK7	dev_arch_FYsaNsiszUV8	47.81337	13.04583	Makita LXT DDF WIL-JD6	web
AR-7ecDF1	ap_SriXozgupJ	2022-08-03T10:58:48Z	arch_cust_024	arch_store_bratislava_stare_mesto	Bratislava	181400	EUR	pm_arch_Q1B7ELyVkoCg	dev_arch_DzLHK2kpesz3	48.14415	17.10981	Husqvarna Compact 435 2ID-D4H	web
AR-A7tEPk	ap_8SS86zorP4	2022-08-03T11:04:34Z	arch_cust_024	arch_store_ljubljana_center	Ljubljana	8200	EUR	pm_arch_Q1B7ELyVkoCg	dev_arch_EN988gxLZzPp	46.05081	14.50512	Fiskars Compact X 2Z7-4OD	web
AR-P6cTve	ap_A8kaFSERQ3	2022-08-04T09:49:48Z	arch_cust_076	arch_store_bratislava_stare_mesto	Bratislava	3500	EUR	pm_arch_8TMzdCqL8Q6b	dev_arch_93HfqP4G7SQi	48.14380	17.10996	Sikkens Cetol Rubbol 1KE-GBP	service_desk
AR-dM2KWd	ap_HnroHN6qv6	2022-08-04T09:52:48Z	arch_cust_076	arch_store_salzburg_elisabeth_vorstadt	Salzburg	7500	EUR	pm_arch_8TMzdCqL8Q6b	dev_arch_93HfqP4G7SQi	47.81312	13.04606	Gorilla Heavy Duty GG 836-1A0	service_desk
AR-J6FFqU	ap_8tFH6Fg1K1	2022-08-08T18:32:47Z	arch_cust_027	arch_store_graz_jakomini	Graz	8100	EUR	pm_arch_2YUVXC1rztH6	dev_arch_EZ56W6EWhLR9	47.06547	15.44340	AlcaPlast Universal Basic 1CT-04J	web
AR-Mejd9h	ap_CEHhG1TFd9	2022-08-09T18:39:09Z	arch_cust_027	arch_store_ljubljana_center	Ljubljana	9300	EUR	pm_arch_6bRVtCchEFkk	dev_arch_EZ56W6EWhLR9	46.05114	14.50527	Helios Exterior Belton 24Z-YPO	web
AR-3d198m	ap_rdicAHGctU	2022-08-10T16:15:37Z	arch_cust_027	arch_store_salzburg_elisabeth_vorstadt	Salzburg	2000	EUR	pm_arch_2YUVXC1rztH6	dev_arch_EZ56W6EWhLR9	47.81342	13.04559	Honeywell Pro HW 2GM-UMP	store_terminal
AR-VMhEdr	ap_redujWVzwk	2022-08-11T17:13:01Z	arch_cust_027	arch_store_linz_hauptplatz	Linz	35400	EUR	pm_arch_6bRVtCchEFkk	dev_arch_6FKNtakoKHNv	48.30721	14.28546	Uponor Press Fit Aqua 35M-6XO	store_terminal
AR-7KEDtt	ap_6g3Npn4wp2	2022-08-12T17:59:59Z	arch_cust_027	arch_store_bratislava_stare_mesto	Bratislava	89600	EUR	pm_arch_2YUVXC1rztH6	dev_arch_6FKNtakoKHNv	48.14366	17.10984	Makita Precision DDF 26V-AVZ	web
AR-2giPvn	ap_9aL8fwA4JU	2022-08-13T13:24:06Z	arch_cust_027	arch_store_ljubljana_center	Ljubljana	1900	EUR	pm_arch_6bRVtCchEFkk	dev_arch_6FKNtakoKHNv	46.05130	14.50487	Karcher WD SC 1PM-1UM	store_terminal
AR-FwQmFF	ap_6Kqm4q4AnD	2022-08-14T18:44:47Z	arch_cust_027	arch_store_ljubljana_center	Ljubljana	3100	EUR	pm_arch_2YUVXC1rztH6	dev_arch_EZ56W6EWhLR9	46.05127	14.50475	Ajax Pro Classic 1UB-9BB	store_terminal
AR-gFXGtS	ap_BU1L2HhNCF	2022-08-15T10:02:52Z	arch_cust_027	arch_store_ljubljana_center	Ljubljana	200	EUR	pm_arch_6bRVtCchEFkk	dev_arch_EZ56W6EWhLR9	46.05130	14.50495	Ajax Concentrate Fresh 252-QRO	store_terminal
AR-bz38mH	ap_McSVM3ixon	2022-08-16T11:58:47Z	arch_cust_027	arch_store_salzburg_elisabeth_vorstadt	Salzburg	32300	EUR	pm_arch_2YUVXC1rztH6	dev_arch_EZ56W6EWhLR9	47.81346	13.04583	DeWalt Professional DCG 2BH-302	store_terminal
AR-CsdEJv	ap_TRKuG45cq6	2022-08-17T11:55:40Z	arch_cust_027	arch_store_vienna_meidling	Vienna	11600	EUR	pm_arch_6bRVtCchEFkk	dev_arch_6FKNtakoKHNv	48.17497	16.33531	Gedore Red GED 1CA-RS0	web
AR-QHYs1Y	ap_7nnqbVEZBL	2022-08-18T03:52:55Z	arch_cust_027	arch_store_graz_lend	Graz	58300	EUR	pm_arch_2YUVXC1rztH6	dev_arch_UUNnKMFZ92cS	47.07384	15.42589	Husqvarna Compact 435 2ID-D4H	web
AR-JewrUe	ap_3JS7WKCkW3	2022-08-18T04:09:25Z	arch_cust_027	arch_store_vienna_praterstern	Vienna	62100	EUR	pm_arch_2YUVXC1rztH6	dev_arch_UUNnKMFZ92cS	48.21886	16.39275	Makita LXT DDF WIL-JD6	mobile_app
AR-cUF142	ap_7bB2YL7pVX	2022-08-18T04:19:06Z	arch_cust_027	arch_store_linz_hauptplatz	Linz	193800	EUR	pm_arch_2YUVXC1rztH6	dev_arch_UUNnKMFZ92cS	48.30722	14.28575	Metabo Bench BS 1H0-06I	web
AR-YfEXpT	ap_A86gjFjiYM	2022-08-18T04:32:13Z	arch_cust_027	arch_store_vienna_praterstern	Vienna	99700	EUR	pm_arch_2YUVXC1rztH6	dev_arch_UUNnKMFZ92cS	48.21918	16.39263	Karcher Professional FC 33Z-7OP	web
AR-DWGdF7	ap_Dn6a78uWkM	2022-08-18T15:25:48Z	arch_cust_014	arch_store_graz_jakomini	Graz	3600	EUR	pm_arch_UB5DsJoQLjEU	dev_arch_2n4RXBj5kQhh	47.06560	15.44290	Karcher WD SC 1PM-1UM	mobile_app
AR-D8yy98	ap_63bJfMXQZ6	2022-08-18T15:26:05Z	arch_cust_014	arch_store_linz_hauptplatz	Linz	8900	EUR	pm_arch_T8bhsXZ69i7K	dev_arch_EpJxKkUxwgCP	48.30670	14.28545	Gedore Red GED 1CA-RS0	mobile_app
AR-Ao2eRx	ap_JTvY2hxon8	2022-08-18T15:26:30Z	arch_cust_014	arch_store_vienna_praterstern	Vienna	3100	EUR	pm_arch_T8bhsXZ69i7K	dev_arch_EpJxKkUxwgCP	48.21929	16.39257	3M SecureFit Aura TUM-I54	mobile_app
AR-F8UDGG	ap_WUfpEVFZYU	2022-08-18T15:26:32Z	arch_cust_014	arch_store_innsbruck_wilten	Innsbruck	1900	EUR	pm_arch_UB5DsJoQLjEU	dev_arch_2n4RXBj5kQhh	47.25828	11.38938	Leifheit Fresh Profi NBC-KFA	mobile_app
AR-fjVwo6	ap_Svo4BJEq5c	2022-08-18T15:27:16Z	arch_cust_014	arch_store_brno_veveri	Brno	12200	EUR	pm_arch_UB5DsJoQLjEU	dev_arch_2n4RXBj5kQhh	49.20493	16.59346	Uvex Bionic x-fit Y59-F8N	mobile_app
AR-HgruuK	ap_9Z9Yh4Upwf	2022-08-18T15:27:26Z	arch_cust_014	arch_store_vienna_meidling	Vienna	7200	EUR	pm_arch_T8bhsXZ69i7K	dev_arch_EpJxKkUxwgCP	48.17510	16.33571	Wavin Compact Tigris 2HC-AJD	mobile_app
AR-GNRCP1	ap_6XxATwsUGa	2022-08-18T15:27:28Z	arch_cust_014	arch_store_graz_lend	Graz	4400	EUR	pm_arch_T8bhsXZ69i7K	dev_arch_EpJxKkUxwgCP	47.07317	15.42568	Bahco Heavy Duty S ETS-3CM	mobile_app
AR-HhSXrP	ap_DnbF7nzkD9	2022-08-18T15:27:36Z	arch_cust_014	arch_store_graz_lend	Graz	6100	EUR	pm_arch_UB5DsJoQLjEU	dev_arch_2n4RXBj5kQhh	47.07323	15.42591	Michelin Winter Radius 75U-4UQ	mobile_app
AR-8iKbS2	ap_YCar2RdJmN	2022-08-18T15:28:36Z	arch_cust_014	arch_store_ljubljana_center	Ljubljana	13900	EUR	pm_arch_UB5DsJoQLjEU	dev_arch_2n4RXBj5kQhh	46.05127	14.50488	Carhartt Stretch Rugged 3EY-11K	mobile_app
AR-Punw95	ap_Jpvui9DmXc	2022-08-18T15:28:38Z	arch_cust_014	arch_store_brno_veveri	Brno	6700	EUR	pm_arch_UB5DsJoQLjEU	dev_arch_2n4RXBj5kQhh	49.20481	16.59363	Bahco Heavy Duty S ETS-3CM	mobile_app
AR-YKY5LF	ap_SxG97U6e22	2022-08-18T15:28:44Z	arch_cust_014	arch_store_linz_hauptplatz	Linz	6800	EUR	pm_arch_T8bhsXZ69i7K	dev_arch_EpJxKkUxwgCP	48.30666	14.28590	Raaco Stackable Assorter 20C-L8E	mobile_app
AR-9N6rA5	ap_NKsP3LHGxS	2022-08-18T15:28:48Z	arch_cust_014	arch_store_brno_veveri	Brno	4300	EUR	pm_arch_UB5DsJoQLjEU	dev_arch_2n4RXBj5kQhh	49.20473	16.59385	Facom Comfort Grip R 26K-PFN	mobile_app
AR-Yckzhv	ap_JwBSPCntUf	2022-08-18T15:29:42Z	arch_cust_014	arch_store_graz_jakomini	Graz	19000	EUR	pm_arch_T8bhsXZ69i7K	dev_arch_EpJxKkUxwgCP	47.06580	15.44316	Giacomini R Series R 1PA-6JD	mobile_app
AR-MHHpdr	ap_Nd7kfrTij1	2022-08-19T15:25:48Z	arch_cust_055	arch_store_graz_lend	Graz	18100	EUR	pm_arch_4yio9DeVswb8	dev_arch_AyWw8u3ZvHRB	47.07332	15.42607	Shell Professional Advance 1PO-W67	service_desk
AR-dTcYvL	ap_GzvygmWBSJ	2022-08-19T15:26:06Z	arch_cust_055	arch_store_linz_hauptplatz	Linz	5700	EUR	pm_arch_GMrR2EU15bc6	dev_arch_AyWw8u3ZvHRB	48.30673	14.28584	Bostik Flexible Fix 3S9-FF7	service_desk
AR-PBgaP9	ap_ArDLL4iK8s	2022-08-19T15:26:16Z	arch_cust_055	arch_store_graz_jakomini	Graz	9300	EUR	pm_arch_TSJWUJpNsu6T	dev_arch_AyWw8u3ZvHRB	47.06545	15.44281	Karcher Professional FC 33Z-7OP	service_desk
AR-6Ar5sr	ap_D2CtHTHiD4	2022-08-19T15:26:45Z	arch_cust_055	arch_store_linz_hauptplatz	Linz	3200	EUR	pm_arch_JLRjPvF28pz8	dev_arch_AyWw8u3ZvHRB	48.30717	14.28568	Fischer Universal SX 1PF-JY8	service_desk
AR-4V9mSC	ap_UD3pnEautz	2022-08-19T15:27:04Z	arch_cust_055	arch_store_graz_jakomini	Graz	4400	EUR	pm_arch_SZsYWpgJvV33	dev_arch_AyWw8u3ZvHRB	47.06543	15.44341	Fischer Universal SX 1PF-JY8	service_desk
AR-EzMWj7	ap_GBVcjEvNGk	2022-08-19T15:27:53Z	arch_cust_055	arch_store_linz_hauptplatz	Linz	4600	EUR	pm_arch_2Xwr5ZhnhUDD	dev_arch_AyWw8u3ZvHRB	48.30659	14.28556	Pattex Repair Extreme Repair 1LS-G5B	service_desk
AR-BCnodh	ap_V6oFjgZBZz	2022-08-19T15:28:08Z	arch_cust_055	arch_store_linz_hauptplatz	Linz	7200	EUR	pm_arch_vUjLKUdA5tym	dev_arch_AyWw8u3ZvHRB	48.30708	14.28560	Wavin Compact Tigris 2HC-AJD	service_desk
AR-dW67C7	ap_F3Cd9dh2Y2	2022-08-19T15:28:18Z	arch_cust_055	arch_store_innsbruck_wilten	Innsbruck	4400	EUR	pm_arch_YWYG54qZLSnV	dev_arch_AyWw8u3ZvHRB	47.25812	11.38911	Fischer Universal SX 1PF-JY8	service_desk
AR-2zGjrT	ap_PaLfGJ4sD3	2022-08-19T15:28:22Z	arch_cust_055	arch_store_salzburg_elisabeth_vorstadt	Salzburg	15000	EUR	pm_arch_Y3fN76kcB9sT	dev_arch_AyWw8u3ZvHRB	47.81286	13.04608	Keter Workshop Connect 3K5-2SL	service_desk
AR-h1ZD6B	ap_J6WcuJqcHr	2022-08-19T15:28:44Z	arch_cust_055	arch_store_ljubljana_center	Ljubljana	7600	EUR	pm_arch_DnGRkYaVMzcu	dev_arch_AyWw8u3ZvHRB	46.05101	14.50525	Liqui Moly Top Tec Top Tec 2GD-ORS	service_desk
AR-gPgYSP	ap_Hpe8r1MWNN	2022-08-19T15:28:48Z	arch_cust_055	arch_store_ljubljana_center	Ljubljana	5500	EUR	pm_arch_Lz9RZ9TXsA75	dev_arch_AyWw8u3ZvHRB	46.05139	14.50537	Fischer Outdoor SX NT9-HP1	service_desk
AR-BjZJmi	ap_Sy7Nkr3xXx	2022-08-19T15:29:06Z	arch_cust_055	arch_store_salzburg_elisabeth_vorstadt	Salzburg	7900	EUR	pm_arch_3Lnt8SZXHxsg	dev_arch_AyWw8u3ZvHRB	47.81330	13.04578	Facom Comfort Grip R 26K-PFN	service_desk
AR-cTjHvL	ap_9Cm1Lpid1w	2022-08-19T15:29:58Z	arch_cust_055	arch_store_ljubljana_center	Ljubljana	4600	EUR	pm_arch_LMgX5RBj3E6c	dev_arch_AyWw8u3ZvHRB	46.05121	14.50523	Karcher WD SC 1PM-1UM	service_desk
AR-fVdHY3	ap_M8ikzPWMZg	2022-09-09T11:49:48Z	arch_cust_017	arch_store_salzburg_elisabeth_vorstadt	Salzburg	46200	EUR	pm_arch_GThhJ5YJ29aW	dev_arch_8CgvTB59xEDj	47.81296	13.04594	Einhell Expert GC RPD-J21	web
AR-NZCZde	ap_BkZr71yPmv	2022-09-09T12:00:28Z	arch_cust_024	arch_store_salzburg_elisabeth_vorstadt	Salzburg	99900	EUR	pm_arch_sdczTMWKyWad	dev_arch_8CgvTB59xEDj	47.81326	13.04576	Stihl Classic RMA 1TV-KC3	web
AR-W5PavV	ap_HSZT4GRwom	2022-09-09T12:11:08Z	arch_cust_031	arch_store_vienna_meidling	Vienna	34100	EUR	pm_arch_PiSGZJt2xpd3	dev_arch_8CgvTB59xEDj	48.17524	16.33525	Milwaukee Professional M18 5AB-LER	web
AR-Rm86Yb	ap_8ddZaPhRi1	2022-09-09T12:21:48Z	arch_cust_038	arch_store_vienna_praterstern	Vienna	74800	EUR	pm_arch_FcvSfCn2vsHi	dev_arch_8CgvTB59xEDj	48.21927	16.39260	Stihl AK System HSA DUW-0VN	web
AR-65G8VQ	ap_RhpaWHe8oD	2022-09-10T11:49:48Z	arch_cust_020	arch_store_innsbruck_wilten	Innsbruck	33400	EUR	pm_arch_SCCyWegkk42V	dev_arch_4tNFHjwMgBuX	47.25824	11.38924	Makita Precision DDF 26V-AVZ	store_kiosk
AR-eS3ce7	ap_GnDdE25a7q	2022-09-10T12:00:28Z	arch_cust_031	arch_store_salzburg_elisabeth_vorstadt	Salzburg	48700	EUR	pm_arch_NkvSAbH4UCuV	dev_arch_4tNFHjwMgBuX	47.81329	13.04565	DeWalt Professional DCG 2BH-302	store_kiosk
AR-AQpq6s	ap_UuC9ivkNw9	2022-09-10T12:11:08Z	arch_cust_042	arch_store_bratislava_stare_mesto	Bratislava	87200	EUR	pm_arch_QQKHmxZjSepN	dev_arch_4tNFHjwMgBuX	48.14399	17.11002	Husqvarna Compact 435 2ID-D4H	store_kiosk
AR-cks3qu	ap_QyGvQB5G6k	2022-09-10T12:21:48Z	arch_cust_053	arch_store_graz_jakomini	Graz	52700	EUR	pm_arch_EpSChqKACnP3	dev_arch_4tNFHjwMgBuX	47.06569	15.44293	DeWalt Professional DCG 2BH-302	store_kiosk
AR-7tvhpX	ap_TrwmLkkQH2	2022-09-21T18:11:29Z	arch_cust_074	arch_store_innsbruck_wilten	Innsbruck	15600	EUR	pm_arch_XmehJ9BeYRXg	dev_arch_VbwywYkpsEHG	47.25801	11.38910	Shell Helix Advance 2CC-Q5M	web
AR-ZHTbcR	ap_5mnBMnxF6n	2022-09-22T12:27:52Z	arch_cust_074	arch_store_graz_jakomini	Graz	2800	EUR	pm_arch_YEiqWW3FrbMY	dev_arch_VbwywYkpsEHG	47.06559	15.44313	Fischer Outdoor SX NT9-HP1	store_terminal
AR-B349b8	ap_4pxQMKSm3A	2022-09-23T18:03:06Z	arch_cust_074	arch_store_salzburg_elisabeth_vorstadt	Salzburg	9400	EUR	pm_arch_XmehJ9BeYRXg	dev_arch_VbwywYkpsEHG	47.81346	13.04601	Osram Warm Classic 2NL-Z7I	store_terminal
AR-dwKWNK	ap_QCVzYmXFAa	2022-09-24T14:29:59Z	arch_cust_074	arch_store_innsbruck_wilten	Innsbruck	5800	EUR	pm_arch_YEiqWW3FrbMY	dev_arch_Up9EpAnBEzZb	47.25802	11.38924	Gorilla Heavy Duty GG 836-1A0	web
AR-HnEPB3	ap_41H35TunJ2	2022-09-25T14:01:40Z	arch_cust_074	arch_store_graz_lend	Graz	8800	EUR	pm_arch_XmehJ9BeYRXg	dev_arch_Up9EpAnBEzZb	47.07374	15.42631	Uvex Bionic x-fit Y59-F8N	web
AR-baTVLy	ap_dyZEdJBoqs	2022-09-26T00:41:37Z	arch_cust_074	arch_store_salzburg_elisabeth_vorstadt	Salzburg	38100	EUR	pm_arch_XmehJ9BeYRXg	dev_arch_78bYhhzHsYD9	47.81349	13.04588	Black+Decker Home GTC 3PT-1Y9	mobile_app
AR-MuXp8L	ap_NMePgFXzHA	2022-09-26T00:51:33Z	arch_cust_074	arch_store_innsbruck_wilten	Innsbruck	54400	EUR	pm_arch_UrRFfTFASmZM	dev_arch_78bYhhzHsYD9	47.25852	11.38926	Black+Decker Home GTC 3PT-1Y9	mobile_app
AR-AB4Fqp	ap_Q7YDpi1gxv	2022-09-26T00:57:49Z	arch_cust_074	arch_store_vienna_meidling	Vienna	54400	EUR	pm_arch_XmehJ9BeYRXg	dev_arch_78bYhhzHsYD9	48.17499	16.33554	Black+Decker Home GTC 3PT-1Y9	mobile_app
AR-MoMhVG	ap_FbwpdBKZAF	2022-09-26T01:05:50Z	arch_cust_074	arch_store_graz_jakomini	Graz	77200	EUR	pm_arch_UrRFfTFASmZM	dev_arch_78bYhhzHsYD9	47.06580	15.44293	Karcher Workshop SC 27T-68S	mobile_app
