row_id	archive_payment_id	created_at	customer_ref	store_ref	store_city	amount_cents	currency	payment_method_fingerprint	device_fingerprint	observed_lat	observed_lon	sku_summary	archive_channel
AR-jD5Q4J	ap_UqgjgBmRm4	2023-10-13T18:13:31Z	arch_cust_096	arch_store_bratislava_stare_mesto	Bratislava	2200	EUR	pm_arch_9wsNaZEajGSm	dev_arch_659L4nhKmt6M	48.14378	17.10966	Bahco Comfort Grip BE 1ZR-PGS	web
AR-YKCJY4	ap_2S5SA7xdaQ	2023-10-14T17:51:09Z	arch_cust_096	arch_store_linz_hauptplatz	Linz	9900	EUR	pm_arch_LiMugEvvGmmS	dev_arch_659L4nhKmt6M	48.30708	14.28599	Bahco Comfort Grip BE 1ZR-PGS	store_terminal
AR-9bdu4z	ap_HQkLWdYcBp	2023-10-15T11:05:11Z	arch_cust_096	arch_store_vienna_meidling	Vienna	11200	EUR	pm_arch_9wsNaZEajGSm	dev_arch_Ubrr8contCkW	48.17529	16.33529	Fischer SX SX 7UY-G03	store_terminal
AR-Q64zHH	ap_DfekNszLhH	2023-10-16T18:16:50Z	arch_cust_096	arch_store_innsbruck_wilten	Innsbruck	7900	EUR	pm_arch_LiMugEvvGmmS	dev_arch_Ubrr8contCkW	47.25834	11.38921	Sika Professional Sika 28T-UV8	mobile_app
AR-BwQMYB	ap_TzQuLPFxLY	2023-10-17T13:10:45Z	arch_cust_096	arch_store_vienna_meidling	Vienna	9000	EUR	pm_arch_9wsNaZEajGSm	dev_arch_Ubrr8contCkW	48.17483	16.33576	Viega Professional Sanpress 2OG-ENN	store_terminal
AR-5DQwJ4	ap_KHJayeDFLD	2023-10-18T03:53:18Z	arch_cust_027	arch_store_innsbruck_wilten	Innsbruck	50400	EUR	pm_arch_VvAK8pW8wmL3	dev_arch_4WeyX4C27QES	47.25824	11.38920	Ryobi Precision RLM 2KQ-R4C	web
AR-Fu6aiq	ap_Qb1s2T4ovZ	2023-10-18T04:00:26Z	arch_cust_027	arch_store_ljubljana_center	Ljubljana	139800	EUR	pm_arch_VvAK8pW8wmL3	dev_arch_J6sQVk9Co361	46.05139	14.50536	Metabo Brushless BS 1OW-IK5	web
AR-DwyFNx	ap_J4aYLBdAwc	2023-10-18T04:15:18Z	arch_cust_054	arch_store_innsbruck_wilten	Innsbruck	18000	EUR	pm_arch_B7uhhG9kGavb	dev_arch_9SUAucyPfSSS	47.25811	11.38925	Sonax Workshop XTREME 218-FC5	web
AR-2irkH5	ap_7Qmp9A5bto	2023-10-18T04:23:39Z	arch_cust_054	arch_store_graz_lend	Graz	11400	EUR	pm_arch_B7uhhG9kGavb	dev_arch_74QdHJrGyzXe	47.07319	15.42628	Philips Professional Hue 3JS-MSN	web
AR-2hy9Zi	ap_ATu6gRyQFB	2023-10-18T04:37:18Z	arch_cust_026	arch_store_bratislava_stare_mesto	Bratislava	9600	EUR	pm_arch_N35aPJiAbgRr	dev_arch_L4fuvNBhcdXU	48.14365	17.10962	Sonax Workshop XTREME 218-FC5	web
AR-P3RsJ5	ap_7xeb27j9vf	2023-10-18T04:47:59Z	arch_cust_026	arch_store_ljubljana_center	Ljubljana	5700	EUR	pm_arch_N35aPJiAbgRr	dev_arch_Mqw3GXfyFSMK	46.05126	14.50536	Philips Professional Hue 3JS-MSN	web
AR-VUBhq5	ap_3MmwcCPvwJ	2023-10-18T17:21:30Z	arch_cust_096	arch_store_bratislava_stare_mesto	Bratislava	13200	EUR	pm_arch_LiMugEvvGmmS	dev_arch_659L4nhKmt6M	48.14386	17.10975	Mascot Advanced ACC 35W-IIS	web
AR-GviJEU	ap_EKHkybXtQs	2023-10-19T03:53:18Z	arch_cust_051	arch_store_innsbruck_wilten	Innsbruck	27600	EUR	pm_arch_JzQZvcW2W5zg	dev_arch_7P5Bkj6HfgY5	47.25807	11.38968	Fiskars Battery X 1CD-A3X	service_desk
AR-ZBUFoL	ap_DLbxuKsyu8	2023-10-19T03:57:18Z	arch_cust_051	arch_store_vienna_praterstern	Vienna	2000	EUR	pm_arch_JzQZvcW2W5zg	dev_arch_7P5Bkj6HfgY5	48.21888	16.39258	Heco Unix HECO 2VD-VNA	service_desk
AR-GhTf8j	ap_RcM55MvqQK	2023-10-19T04:34:18Z	arch_cust_063	arch_store_brno_veveri	Brno	14700	EUR	pm_arch_Npk8SVeZQZfH	dev_arch_FCF3J4GLR7DK	49.20445	16.59395	Festool Modular CTL XPW-76I	service_desk
AR-269aup	ap_8URHDVuSZa	2023-10-19T04:43:18Z	arch_cust_063	arch_store_graz_jakomini	Graz	2000	EUR	pm_arch_Npk8SVeZQZfH	dev_arch_FCF3J4GLR7DK	47.06548	15.44331	Viega Professional Sanpress 2OG-ENN	service_desk
AR-3qwnDF	ap_Rd4N36TgMh	2023-10-19T15:13:20Z	arch_cust_096	arch_store_salzburg_elisabeth_vorstadt	Salzburg	5600	EUR	pm_arch_9wsNaZEajGSm	dev_arch_659L4nhKmt6M	47.81343	13.04573	Gorilla Crystal Grip 2ZQ-D83	store_terminal
AR-Sk71pH	ap_8eKYJLUV3n	2023-10-20T02:13:38Z	arch_cust_096	arch_store_bratislava_stare_mesto	Bratislava	214100	EUR	pm_arch_9wsNaZEajGSm	dev_arch_7Pdi5xyFfyVo	48.14421	17.10977	Makita Workshop DDF OIE-YYP	web
AR-BsacuE	ap_AZmq1wYLbY	2023-10-20T02:26:58Z	arch_cust_096	arch_store_graz_lend	Graz	120700	EUR	pm_arch_9wsNaZEajGSm	dev_arch_7Pdi5xyFfyVo	47.07355	15.42623	Bosch Bench IXO 3JP-JOU	mobile_app
AR-DACRF1	ap_RzQhMapHNQ	2023-10-20T02:46:35Z	arch_cust_096	arch_store_graz_lend	Graz	183000	EUR	pm_arch_9wsNaZEajGSm	dev_arch_7Pdi5xyFfyVo	47.07348	15.42579	Holzmann Compact D 327-RR0	web
AR-H8WkA8	ap_B6Xkgw91V7	2023-10-20T02:48:02Z	arch_cust_096	arch_store_bratislava_stare_mesto	Bratislava	120700	EUR	pm_arch_9wsNaZEajGSm	dev_arch_7Pdi5xyFfyVo	48.14366	17.10951	Bosch Bench IXO 3JP-JOU	web
AR-JePu1e	ap_WpjEypYCUB	2023-10-20T03:13:41Z	arch_cust_096	arch_store_vienna_meidling	Vienna	214100	EUR	pm_arch_9wsNaZEajGSm	dev_arch_7Pdi5xyFfyVo	48.17508	16.33518	Makita Workshop DDF OIE-YYP	web
AR-UB8U88	ap_9kikBigS2v	2023-11-15T10:56:18Z	arch_cust_067	arch_store_innsbruck_wilten	Innsbruck	4700	EUR	pm_arch_HmJHeHoydPsm	dev_arch_JqYtZ9AQCsuh	47.25859	11.38970	Festool Modular CTL XPW-76I	mobile_app
AR-TLCjp1	ap_9whkyyxuoE	2023-11-15T10:56:43Z	arch_cust_067	arch_store_vienna_praterstern	Vienna	9500	EUR	pm_arch_U7PbGJNt1aTJ	dev_arch_SFN7qprDkNhd	48.21918	16.39264	Mobil All Season Super 1ZE-TCR	mobile_app
AR-4MNvhH	ap_SgzgA668k4	2023-11-15T10:57:12Z	arch_cust_067	arch_store_graz_jakomini	Graz	700	EUR	pm_arch_HmJHeHoydPsm	dev_arch_JqYtZ9AQCsuh	47.06541	15.44316	Bahco Workshop BAH 3VZ-SPH	mobile_app
AR-Pk15cq	ap_RvZzQuoEBg	2023-11-15T10:57:15Z	arch_cust_067	arch_store_vienna_meidling	Vienna	9900	EUR	pm_arch_U7PbGJNt1aTJ	dev_arch_SFN7qprDkNhd	48.17467	16.33532	Bahco Comfort Grip BE 1ZR-PGS	mobile_app
AR-JxB3gp	ap_By3yGgMPwY	2023-11-15T10:57:22Z	arch_cust_067	arch_store_graz_jakomini	Graz	7900	EUR	pm_arch_HmJHeHoydPsm	dev_arch_JqYtZ9AQCsuh	47.06515	15.44326	Wiha VDE VDE 13X-B49	mobile_app
AR-TcE7YC	ap_AoQC8G59sM	2023-11-15T10:58:17Z	arch_cust_067	arch_store_salzburg_elisabeth_vorstadt	Salzburg	1000	EUR	pm_arch_U7PbGJNt1aTJ	dev_arch_SFN7qprDkNhd	47.81321	13.04558	Mellerud Bio MEL 233-MOB	mobile_app
AR-YXh7iT	ap_95DbpyetZp	2023-11-15T10:58:30Z	arch_cust_067	arch_store_bratislava_stare_mesto	Bratislava	14000	EUR	pm_arch_HmJHeHoydPsm	dev_arch_JqYtZ9AQCsuh	48.14424	17.10978	Schneider Electric Heavy Duty Merten 214-ZHY	mobile_app
AR-dULwqC	ap_RaR1TEhywZ	2023-11-15T10:58:38Z	arch_cust_067	arch_store_salzburg_elisabeth_vorstadt	Salzburg	5500	EUR	pm_arch_U7PbGJNt1aTJ	dev_arch_SFN7qprDkNhd	47.81292	13.04599	Sika Professional Sika 28T-UV8	mobile_app
AR-3F2v1Q	ap_EeznbUzjVB	2023-11-15T10:59:00Z	arch_cust_067	arch_store_graz_jakomini	Graz	1000	EUR	pm_arch_U7PbGJNt1aTJ	dev_arch_SFN7qprDkNhd	47.06561	15.44329	Mellerud Bio MEL 233-MOB	mobile_app
AR-8XkC3j	ap_24HpXss51M	2023-11-15T11:00:02Z	arch_cust_067	arch_store_brno_veveri	Brno	5600	EUR	pm_arch_HmJHeHoydPsm	dev_arch_JqYtZ9AQCsuh	49.20449	16.59387	Fischer SX SX 7UY-G03	mobile_app
AR-fKkVd6	ap_2WG4efreti	2023-11-15T11:01:08Z	arch_cust_067	arch_store_ljubljana_center	Ljubljana	9900	EUR	pm_arch_HmJHeHoydPsm	dev_arch_JqYtZ9AQCsuh	46.05094	14.50497	Bahco Comfort Grip BE 1ZR-PGS	mobile_app
AR-7BQbk5	ap_PV6ctktQTY	2023-11-16T10:56:18Z	arch_cust_100	arch_store_bratislava_stare_mesto	Bratislava	9300	EUR	pm_arch_56VZiP1rtoq6	dev_arch_2pkNCHcReWyd	48.14356	17.10937	Sonax Premium Gloss 304-ZK0	service_desk
AR-2mrLwR	ap_DPVWdjipdU	2023-11-16T10:56:42Z	arch_cust_100	arch_store_linz_hauptplatz	Linz	10500	EUR	pm_arch_5rCTQJBBhLdY	dev_arch_2pkNCHcReWyd	48.30710	14.28583	Engelbert Strauss Classic e.s. 37H-N9K	service_desk
AR-PiRx3g	ap_7Jn172UFCP	2023-11-16T10:56:43Z	arch_cust_100	arch_store_ljubljana_center	Ljubljana	2400	EUR	pm_arch_89EQkVBb7X2s	dev_arch_2pkNCHcReWyd	46.05130	14.50511	Heco Unix HECO 2VD-VNA	service_desk
AR-cndQdA	ap_N3L4ketKSu	2023-11-16T10:57:27Z	arch_cust_100	arch_store_graz_lend	Graz	6200	EUR	pm_arch_6C3FHs2JRgxX	dev_arch_2pkNCHcReWyd	47.07372	15.42616	Gardena Smart PowerMax 280-5FI	service_desk
AR-bAnQyQ	ap_NRQfRJ3eSW	2023-11-16T10:57:38Z	arch_cust_100	arch_store_innsbruck_wilten	Innsbruck	5600	EUR	pm_arch_Svbskun1Mc5c	dev_arch_2pkNCHcReWyd	47.25853	11.38923	Fischer SX SX 7UY-G03	service_desk
AR-5DpM3x	ap_SD8UhhhwR4	2023-11-16T10:57:48Z	arch_cust_100	arch_store_brno_veveri	Brno	9600	EUR	pm_arch_VVhcXNM1YiM6	dev_arch_2pkNCHcReWyd	49.20434	16.59367	Geberit Mapress Silent IC5-GU6	service_desk
AR-GUng11	ap_2cq5TLSGbH	2023-11-16T10:58:36Z	arch_cust_100	arch_store_salzburg_elisabeth_vorstadt	Salzburg	2800	EUR	pm_arch_XH2PidzeREhx	dev_arch_2pkNCHcReWyd	47.81315	13.04623	Gorilla Crystal Grip 2ZQ-D83	service_desk
AR-MigoXD	ap_4RUJwWQNBq	2023-11-16T10:58:51Z	arch_cust_100	arch_store_graz_lend	Graz	4500	EUR	pm_arch_zMxbHgRVNPAk	dev_arch_2pkNCHcReWyd	47.07325	15.42623	Viega Professional Sanpress 2OG-ENN	service_desk
AR-X3xcGx	ap_X1Gck6uZGr	2023-11-16T10:58:52Z	arch_cust_100	arch_store_graz_lend	Graz	3300	EUR	pm_arch_95WVKQ3KdEnr	dev_arch_2pkNCHcReWyd	47.07320	15.42632	Mellerud Bio MEL 233-MOB	service_desk
AR-NhsHhj	ap_3VdPtx7J6N	2023-11-16T10:58:58Z	arch_cust_100	arch_store_salzburg_elisabeth_vorstadt	Salzburg	9600	EUR	pm_arch_RrvGxp7yiAjm	dev_arch_2pkNCHcReWyd	47.81347	13.04563	Geberit Mapress Silent IC5-GU6	service_desk
AR-SsrZu7	ap_8ThcJmMCXp	2023-11-16T10:58:58Z	arch_cust_100	arch_store_graz_jakomini	Graz	9100	EUR	pm_arch_9J942h7EcrF5	dev_arch_2pkNCHcReWyd	47.06531	15.44328	Sonax Workshop XTREME 218-FC5	service_desk
AR-c9m71K	ap_LVAqcB9bdZ	2023-11-26T01:53:18Z	arch_cust_091	arch_store_ljubljana_center	Ljubljana	123500	EUR	pm_arch_8eY4EKDZmW4y	dev_arch_9mKZGk4JAZo3	46.05115	14.50490	Makita Workshop DDF OIE-YYP	web
AR-L7Bsx2	ap_2Rq2Ai49vE	2023-11-26T01:57:42Z	arch_cust_098	arch_store_innsbruck_wilten	Innsbruck	22700	EUR	pm_arch_6cmhcxsQj8yW	dev_arch_9mKZGk4JAZo3	47.25811	11.38947	Geberit Mapress Silent IC5-GU6	web
AR-ZRt1tW	ap_HjTu6QRQzi	2023-11-26T02:02:06Z	arch_cust_005	arch_store_innsbruck_wilten	Innsbruck	22700	EUR	pm_arch_USjfUKF71Gzw	dev_arch_9mKZGk4JAZo3	47.25838	11.38924	Geberit Mapress Silent IC5-GU6	web
AR-eM4TXU	ap_UX4c6mLGPs	2023-11-26T02:06:30Z	arch_cust_012	arch_store_ljubljana_center	Ljubljana	34800	EUR	pm_arch_RJJ3mQde7dUt	dev_arch_9mKZGk4JAZo3	46.05098	14.50483	Bosch Compact PKS 375-EOK	web
AR-43ztTF	ap_WyTC8C1B8m	2023-11-26T02:10:54Z	arch_cust_019	arch_store_brno_veveri	Brno	22700	EUR	pm_arch_W9AVPsd8s8Nq	dev_arch_9mKZGk4JAZo3	49.20458	16.59338	Geberit Mapress Silent IC5-GU6	web
AR-MBLDwE	ap_JpFh2uSTY7	2023-11-26T02:15:18Z	arch_cust_026	arch_store_graz_lend	Graz	183000	EUR	pm_arch_EBVRPCEK1XVV	dev_arch_9mKZGk4JAZo3	47.07368	15.42580	Holzmann Compact D 327-RR0	web
AR-QwySqe	ap_J1dxFWfeJM	2023-11-27T01:53:18Z	arch_cust_094	arch_store_innsbruck_wilten	Innsbruck	57900	EUR	pm_arch_Vica1eW1qX1W	dev_arch_5VzrovkeCCvz	47.25802	11.38951	Fiskars Battery X 1CD-A3X	store_kiosk
AR-cXD6dX	ap_Kac8rPBDFH	2023-11-27T01:57:42Z	arch_cust_005	arch_store_salzburg_elisabeth_vorstadt	Salzburg	65300	EUR	pm_arch_BLREFhneN7aX	dev_arch_5VzrovkeCCvz	47.81291	13.04593	Bosch Bench IXO 3JP-JOU	store_kiosk
AR-DmHBFu	ap_RjsU7DtinE	2023-11-27T02:02:06Z	arch_cust_016	arch_store_innsbruck_wilten	Innsbruck	237100	EUR	pm_arch_X8tA1REsDh1C	dev_arch_5VzrovkeCCvz	47.25809	11.38909	Bosch Bench IXO 3JP-JOU	store_kiosk
AR-dt2Zsw	ap_2V4wP6EZDH	2023-11-27T02:06:30Z	arch_cust_027	arch_store_innsbruck_wilten	Innsbruck	123500	EUR	pm_arch_54AzWFBmSgQK	dev_arch_5VzrovkeCCvz	47.25795	11.38906	Makita Workshop DDF OIE-YYP	store_kiosk
AR-5fbXke	ap_NS5wRJeZTA	2023-11-27T02:10:54Z	arch_cust_038	arch_store_graz_jakomini	Graz	183000	EUR	pm_arch_KkdQ1SM65SJx	dev_arch_5VzrovkeCCvz	47.06572	15.44300	Holzmann Compact D 327-RR0	store_kiosk
AR-fV2Spf	ap_DaUKegVRdG	2023-11-27T02:15:18Z	arch_cust_049	arch_store_innsbruck_wilten	Innsbruck	27900	EUR	pm_arch_Bi2XAJSqDmSg	dev_arch_5VzrovkeCCvz	47.25862	11.38934	Bosch Compact PKS 375-EOK	store_kiosk
AR-YKUVNo	ap_XjfbwfoAzb	2023-12-02T16:33:13Z	arch_cust_074	arch_store_bratislava_stare_mesto	Bratislava	7800	EUR	pm_arch_2zX6fdn9YQw9	dev_arch_FHzyR6DbPTHX	48.14402	17.10966	Mascot Advanced ACC 35W-IIS	store_terminal
AR-B88Zpo	ap_EGtjWxVyY9	2023-12-03T15:59:00Z	arch_cust_074	arch_store_vienna_meidling	Vienna	2000	EUR	pm_arch_GihSo7YHejKq	dev_arch_FHzyR6DbPTHX	48.17513	16.33574	Heco Unix HECO 2VD-VNA	web
AR-jWr4xE	ap_WZnAnfpv7P	2023-12-04T14:41:46Z	arch_cust_074	arch_store_brno_veveri	Brno	30200	EUR	pm_arch_2zX6fdn9YQw9	dev_arch_FHzyR6DbPTHX	49.20435	16.59337	Ryobi Precision RLM 2KQ-R4C	store_terminal
AR-AAcg2o	ap_22bEkvDeva	2023-12-05T18:48:25Z	arch_cust_074	arch_store_innsbruck_wilten	Innsbruck	34200	EUR	pm_arch_GihSo7YHejKq	dev_arch_KYCz9vBA1vCa	47.25805	11.38910	Raaco Professional CarryLite 3CS-7A9	web
AR-NMsN52	ap_4cgL6bZRbJ	2023-12-06T16:26:36Z	arch_cust_074	arch_store_vienna_meidling	Vienna	6500	EUR	pm_arch_2zX6fdn9YQw9	dev_arch_KYCz9vBA1vCa	48.17487	16.33573	Keter Deep Stack 2OO-VJU	store_terminal
AR-CwyoNV	ap_4E4DGUFjVk	2023-12-07T11:05:17Z	arch_cust_074	arch_store_ljubljana_center	Ljubljana	2200	EUR	pm_arch_GihSo7YHejKq	dev_arch_KYCz9vBA1vCa	46.05094	14.50483	Bahco Comfort Grip BE 1ZR-PGS	store_terminal
AR-buMaRq	ap_Rstgvcfpau	2023-12-08T12:39:45Z	arch_cust_074	arch_store_graz_jakomini	Graz	2400	EUR	pm_arch_2zX6fdn9YQw9	dev_arch_FHzyR6DbPTHX	47.06570	15.44281	Fischer SX SX 7UY-G03	web
AR-5snWry	ap_Uygw3dKS42	2023-12-09T02:41:51Z	arch_cust_074	arch_store_ljubljana_center	Ljubljana	214100	EUR	pm_arch_2zX6fdn9YQw9	dev_arch_L7dasbXsGcwZ	46.05078	14.50506	Makita Workshop DDF OIE-YYP	mobile_app
AR-ECnEuj	ap_FS3FJaX2kV	2023-12-09T02:54:43Z	arch_cust_074	arch_store_graz_lend	Graz	183000	EUR	pm_arch_ENY1SRAuMT5g	dev_arch_L7dasbXsGcwZ	47.07324	15.42577	Holzmann Compact D 327-RR0	mobile_app
AR-SXgFZ1	ap_GsscD6ELCi	2023-12-09T03:01:46Z	arch_cust_074	arch_store_ljubljana_center	Ljubljana	34800	EUR	pm_arch_2zX6fdn9YQw9	dev_arch_L7dasbXsGcwZ	46.05088	14.50494	Bosch Compact PKS 375-EOK	mobile_app
AR-7R8iVC	ap_7RyNVkGKS4	2023-12-09T03:17:57Z	arch_cust_074	arch_store_graz_lend	Graz	57900	EUR	pm_arch_ENY1SRAuMT5g	dev_arch_L7dasbXsGcwZ	47.07357	15.42609	Fiskars Battery X 1CD-A3X	mobile_app
